name,name_alt,lat,lon
Волхов,Волхов,59.9005958,32.3520756
Выборг,Выборг,60.7130801,28.7328336
Высоцк,Высоцк,60.6296236,28.5709314
Гатчина,Гатчина,59.565237,30.1282473
Ивангород,Ивангород,59.3766119,28.2231659
Каменногорск,Каменногорск,60.950855,29.1308372
Кингисепп,Кингисепп,59.3740435,28.6112444
Кириши,Кириши,59.4742862,32.0624947
Кировск,Кировск,59.8754216,30.981364
Коммунар,Коммунар,59.6215133,30.3934125
Колтуши,Колтуши,59.9290738,30.6368307
Кудрово,Кудрово,59.9075226,30.5121008
Лодейное Поле,Лодейное Поле,60.7320936,33.5521022
Луга,Луга,58.7374031,29.8465776
Любань,Любань,59.3493847,31.2484801
Мурино,Мурино,60.044862,30.4571456
Никольское,Никольское,59.7043309,30.7874571
Новая Ладога,Новая Ладога,60.1100135,32.3141203
Отрадное,Отрадное,59.7726848,30.7988557
Пикалёво,Пикалево,59.5132022,34.1772776
Подпорожье,Подпорожье,60.9127549,34.1567664
Приозерск,Приозерск,61.0330896,30.1587851
Санкт-Петербург,Санкт-Петербург,59.943646,30.2851863
Светогорск,Светогорск,61.1111282,28.8725865
Сертолово,Сертолово,60.1446932,30.2095918
Сланцы,Сланцы,59.1178185,28.0881475
Сосновый Бор,Сосновый Бор,59.8772884,29.1291619
Сясьстрой,Сясьстрой,60.1401739,32.5601559
Тихвин,Тихвин,59.6272904,33.5072731
Тосно,Тосно,59.5407098,30.877812
Шлиссельбург,Шлиссельбург,59.9443714,31.0333365
Липецк,Липецк,52.610249,39.5947883
Елец,Елец,52.6152411,38.5289342
Грязи,Грязи,52.4874097,39.9331142
Лебедянь,Лебедянь,53.0156117,39.143536
Данков,Данков,53.2577411,39.1456184
Усмань,Усмань,52.0442648,39.726401
Чаплыгин,Чаплыгин,53.24048,39.9670973
Задонск,Задонск,52.4004179,38.9205032
Магадан,Магадан,59.5681332,150.8084956
Сусуман,Сусуман,62.7805882,148.1540281
Москва,Москва,55.7540471,37.620405
Апрелевка,Апрелевка,55.5276918,37.065143
Балашиха,Балашиха,55.796389,37.938283
Белоозёрский,Белоозерский,55.4595766,38.4389742
Бронницы,Бронницы,55.4255379,38.264145
Верея,Верея,55.343369,36.185694
Видное,Видное,55.551725,37.7061984
Волоколамск,Волоколамск,56.0356499,35.9585112
Воскресенск,Воскресенск,55.3071519,38.7027953
Высоковск,Высоковск,56.3359513,36.5251837
Голицыно,Голицыно,55.6190582,36.9856793
Дедовск,Дедовск,55.8703276,37.1245043
Дзержинский,Дзержинский,55.6240869,37.8440276
Дмитров,Дмитров,56.3477457,37.526672
Долгопрудный,Долгопрудный,55.9385999,37.5101021
Домодедово,Домодедово,55.4363283,37.7664984
Дрезна,Дрезна,55.7443143,38.8498479
Дубна,Дубна,56.741786,37.1757223
Егорьевск,Егорьевск,55.3830113,39.0358317
Жуковский,Жуковский,55.599803,38.1224298
Зарайск,Зарайск,54.762456,38.8850978
Звенигород,Звенигород,55.7297089,36.8554029
Ивантеевка,Ивантеевка,55.9741665,37.9207539
Истра,Истра,55.9062267,36.8601454
Кашира,Кашира,54.853337,38.1904392
Клин,Клин,56.3425605,36.7240032
Коломна,Коломна,55.102814,38.7531002
Королёв,Королев,55.9161773,37.8545415
Котельники,Котельники,55.6597925,37.8631156
Красноармейск,Красноармейск,56.105426,38.140838
Красногорск,Красногорск,55.8317203,37.3295266
Краснозаводск,Краснозаводск,56.4409979,38.2320307
Кубинка,Кубинка,55.5754955,36.6951995
Куровское,Куровское,55.5792277,38.9207723
Ликино-Дулёво,Ликино-Дулево,55.7078257,38.9578093
Лобня,Лобня,56.0328881,37.4614035
Лосино-Петровский,Лосино-Петровский,55.8713214,38.200599
Луховицы,Луховицы,54.9652077,39.0260266
Лыткарино,Лыткарино,55.5778163,37.9033507
Люберцы,Люберцы,55.7003989,37.9606238
Можайск,Можайск,55.5069259,36.024043
Мытищи,Мытищи,55.9105782,37.7363579
Наро-Фоминск,Наро-Фоминск,55.386185,36.734484
Ногинск,Ногинск,55.8686133,38.4622104
Одинцово,Одинцово,55.6789455,37.263686
Озёры,Озеры,54.8541006,38.5599196
Орехово-Зуево,Орехово-Зуево,55.8151421,38.9869822
Павловский Посад,Павловский Посад,55.7807244,38.6596983
Пересвет,Пересвет,56.4158326,38.1733534
Подольск,Подольск,55.4389322,37.5703482
Протвино,Протвино,54.8705984,37.2182749
Пушкино,Пушкино,56.0103638,37.8471403
Пущино,Пущино,54.8324412,37.6210346
Раменское,Раменское,55.5495132,38.2728914
Реутов,Реутов,55.7582621,37.8618553
Рошаль,Рошаль,55.6632776,39.8656147
Руза,Руза,55.7014744,36.1959206
Сергиев Посад,Сергиев Посад,56.3062548,38.1502661
Серпухов,Серпухов,54.9226466,37.4033859
Солнечногорск,Солнечногорск,56.185102,36.977631
Старая Купавна,Старая Купавна,55.810648,38.175624
Ступино,Ступино,54.886274,38.078228
Талдом,Талдом,56.7308564,37.5276003
Фрязино,Фрязино,55.9590588,38.0410235
Химки,Химки,55.888657,37.4303702
Хотьково,Хотьково,56.2516982,37.9396017
Черноголовка,Черноголовка,56.0100707,38.3792047
Чехов,Чехов,55.1508011,37.4533252
Шатура,Шатура,55.5777427,39.5445712
Щёлково,Щелково,55.9233801,37.9783707
Электрогорск,Электрогорск,55.8780241,38.7806752
Электросталь,Электросталь,55.7847291,38.4447045
Электроугли,Электроугли,55.7170877,38.2192563
Яхрома,Яхрома,56.2890516,37.4831799
Апатиты,Апатиты,67.5677761,33.4067929
Гаджиево,Гаджиево,69.2491311,33.315341
Заозёрск,Заозерск,69.4003584,32.4501496
Заполярный,Заполярный,69.4132852,30.7984312
Кандалакша,Кандалакша,67.1567974,32.4143218
Ковдор,Ковдор,67.5661417,30.4741941
Кола,Кола,68.8786028,33.0262299
Мончегорск,Мончегорск,67.9386153,32.9359719
Мурманск,Мурманск,69.007721,33.0685865
Оленегорск,Оленегорск,68.1422058,33.2669407
Островной,Островной,68.0510344,39.5077846
Полярные Зори,Полярные Зори,67.373084,32.4975636
Полярный,Полярный,69.1989583,33.4508591
Североморск,Североморск,69.0766801,33.4177759
Заволжье,Заволжье,56.6404286,43.3872492
Богородск,Богородск,56.1020828,43.5135442
Кулебаки,Кулебаки,55.4296181,42.5125538
Городец,Городец,56.6449218,43.4723104
Семёнов,Семенов,56.7889794,44.4902885
Лысково,Лысково,56.0262359,45.035771
Сергач,Сергач,55.5201515,45.4813231
Шахунья,Шахунья,57.6764293,46.6129009
Навашино,Навашино,55.543811,42.1887089
Лукоянов,Лукоянов,55.0326225,44.4933807
Первомайск,Первомайск,54.8675792,43.8013992
Чкаловск,Чкаловск,56.7651262,43.242077
Урень,Урень,57.4612572,45.7833293
Ворсма,Ворсма,55.989943,43.2718859
Володарск,Володарск,56.2169751,43.1596417
Перевоз,Перевоз,55.5967718,44.5448369
Ветлуга,Ветлуга,57.8559204,45.7761957
Княгинино,Княгинино,55.8205915,45.032337
Горбатов,Горбатов,56.1307769,43.0626185
Великий Новгород,Великий Новгород,58.5213846,31.2755394
Снежногорск,Снежногорск,69.1921409,33.2383502
Нижний Новгород,Нижний Новгород,56.3240627,44.0053913
Дзержинск,Дзержинск,56.2376047,43.4599416
Арзамас,Арзамас,55.3945814,43.8408141
Саров,Саров,54.9228268,43.3448089
Бор,Бор,56.3565458,44.0646481
Кстово,Кстово,56.1432084,44.1664198
Павлово,Павлово,55.9797564,43.0995042
Выкса,Выкса,55.3207727,42.1678834
Балахна,Балахна,56.495036,43.5758423
Боровичи,Боровичи,58.3840197,33.9175929
Старая Русса,Старая Русса,57.990737,31.3554897
Пестово,Пестово,58.5973723,35.8143898
Валдай,Валдай,57.9823766,33.2369436
Чудово,Чудово,59.1248394,31.6866241
Малая Вишера,Малая Вишера,58.8458379,32.2247401
Окуловка,Окуловка,58.3910296,33.2901557
Сольцы,Сольцы,58.1201281,30.309351
Холм,Холм,57.145108,31.1787499
Новосибирск,Новосибирск,55.028191,82.9211489
Барабинск,Барабинск,55.35146,78.3464506
Бердск,Бердск,54.7582156,83.1070605
Болотное,Болотное,55.6692421,84.3906889
Искитим,Искитим,54.6267603,83.2951244
Карасук,Карасук,53.7343189,78.0422967
Каргат,Каргат,55.1945666,80.2829495
Куйбышев,Куйбышев,55.4685094,78.3242048
Купино,Купино,54.366055,77.2973368
Обь,Обь,54.9945576,82.6937181
Татарск,Татарск,55.2146167,75.9739914
Тогучин,Тогучин,55.2251631,84.4104118
Черепаново,Черепаново,54.2206476,83.3724521
Чулым,Чулым,55.0906867,80.9592508
Омск,Омск,54.9848566,73.3674517
Исилькуль,Исилькуль,54.9096002,71.2816284
Калачинск,Калачинск,55.0598155,74.5653644
Называевск,Называевск,55.5689323,71.3503426
Тара,Тара,56.9160511,74.3649194
Тюкалинск,Тюкалинск,55.8703415,72.1954747
Оренбург,Оренбург,51.7875092,55.1018828
Орск,Орск,51.2294282,58.4752777
Новотроицк,Новотроицк,51.1964202,58.3018192
Бузулук,Бузулук,52.7881277,52.2624877
Бугуруслан,Бугуруслан,53.6523728,52.4326853
Сорочинск,Сорочинск,52.426685,53.1542745
Соль-Илецк,Соль-Илецк,51.1633736,54.9896726
Гай,Гай,51.4649189,58.4436875
Медногорск,Медногорск,51.4037617,57.583163
Кувандык,Кувандык,51.4783857,57.3612636
Абдулино,Абдулино,53.6778906,53.6472483
Ясный,Ясный,51.036838,59.874344
Орёл,Орел,52.9671298,36.0696427
Ливны,Ливны,52.4284558,37.6039506
Мценск,Мценск,53.2788438,36.5749105
Болхов,Болхов,53.4438496,36.0076833
Дмитровск,Дмитровск,52.5054851,35.1415009
Новосиль,Новосиль,52.97454,37.0437146
Малоархангельск,Малоархангельск,52.4002192,36.5038579
Белинский,Белинский,52.9640996,43.4183212
Городище,Городище,53.2726916,45.7026142
Заречный,Заречный,53.1960836,45.1689907
Каменка,Каменка,53.1855463,44.0469717
Кузнецк,Кузнецк,53.1130888,46.605092
Нижний Ломов,Нижний Ломов,53.5300905,43.6730217
Пенза,Пенза,53.1753314,45.0348625
Сердобск,Сердобск,52.4697595,44.2122414
Спасск,Спасск,53.9271974,43.1859073
Сурск,Сурск,53.0761357,45.6910796
Пермь,Пермь,58.0102583,56.2342034
Березники,Березники,59.4079923,56.8039427
Соликамск,Соликамск,59.6482998,56.771009
Чайковский,Чайковский,56.7781501,54.1477965
Кунгур,Кунгур,57.4283296,56.9438656
Лысьва,Лысьва,58.0995875,57.8086825
Краснокамск,Краснокамск,58.0822065,55.7479936
Чусовой,Чусовой,58.2974596,57.8193615
Добрянка,Добрянка,58.469685,56.4130737
Чернушка,Чернушка,56.5160768,56.0763049
Кудымкар,Кудымкар,59.0167925,54.6572508
Губаха,Губаха,58.8371721,57.554533
Верещагино,Верещагино,58.0797571,54.6581309
Оса,Оса,57.2889515,55.4688668
Нытва,Нытва,57.9336725,55.3356084
Кизел,Кизел,59.0512783,57.6471028
Красновишерск,Красновишерск,60.3901321,57.0535682
Очёр,Очер,57.8852686,54.7161091
Александровск,Александровск,59.1613221,57.5763459
Горнозаводск,Горнозаводск,58.3742532,58.3231716
Гремячинск,Гремячинск,58.5626082,57.8520572
Оханск,Оханск,57.7180034,55.3872469
Усолье,Усолье,59.4277573,56.6837872
Чердынь,Чердынь,60.4011933,56.4799933
Чёрмоз,Чермоз,58.7842834,56.1507138
Великие Луки,Великие Луки,56.332208,30.5508641
Гдов,Гдов,58.7432429,27.8264809
Дно,Дно,57.826974,29.9629389
Невель,Невель,56.0201973,29.9239983
Новоржев,Новоржев,57.029807,29.3433083
Новосокольники,Новосокольники,56.3408431,30.1527573
Опочка,Опочка,56.710725,28.6717519
Остров,Остров,57.3451528,28.3437593
Печоры,Печоры,57.8145817,27.622259
Порхов,Порхов,57.7765219,29.5436626
Псков,Псков,57.8194415,28.3317198
Пустошка,Пустошка,56.3374813,29.3668055
Пыталово,Пыталово,57.0637952,27.9236214
Себеж,Себеж,56.2908554,28.4724326
Ростов-на-Дону,Ростов-на-Дону,47.2224566,39.718803
Таганрог,Таганрог,47.2094917,38.9350989
Шахты,Шахты,47.7085287,40.2159846
Волгодонск,Волгодонск,47.5165338,42.1984951
Новочеркасск,Новочеркасск,47.411919,40.1042098
Батайск,Батайск,47.1383299,39.7507179
Новошахтинск,Новошахтинск,47.757773,39.9363697
Каменск-Шахтинский,Каменск-Шахтинский,48.3205326,40.2689583
Азов,Азов,47.1121589,39.4232555
Гуково,Гуково,48.0448904,39.9484672
Сальск,Сальск,46.4752095,41.5410415
Донецк,Донецк,48.3350706,39.945891
Цимлянск,Цимлянск,47.6477448,42.0931505
Рязань,Рязань,54.6254445,39.7358609
Касимов,Касимов,54.9373475,41.3913211
Скопин,Скопин,53.823543,39.5492421
Сасово,Сасово,54.3508885,41.9117422
Ряжск,Ряжск,53.7067584,40.0522274
Новомичуринск,Новомичуринск,54.0376572,39.74654
Рыбное,Рыбное,54.7256164,39.5134398
Кораблино,Кораблино,53.9246659,40.0227745
Михайлов,Михайлов,54.2297402,39.0091481
Спасск-Рязанский,Спасск-Рязанский,54.4070719,40.3763426
Шацк,Шацк,54.0287312,41.7181803
Спас-Клепики,Спас-Клепики,55.1291721,40.1745338
Самара,Самара,53.1950306,50.1069518
Тольятти,Тольятти,53.5205348,49.3894028
Сызрань,Сызрань,53.1558674,48.4744629
Новокуйбышевск,Новокуйбышевск,53.0994565,49.9477382
Чапаевск,Чапаевск,52.928961,49.8673269
Жигулёвск,Жигулевск,53.4011981,49.4945176
Отрадный,Отрадный,53.3800848,51.3438605
Белая Калитва,Белая Калитва,48.1769737,40.8033529
Аксай,Аксай,47.2676314,39.8756872
Красный Сулин,Красный Сулин,47.8831311,40.0781298
Миллерово,Миллерово,48.9260077,40.3984087
Морозовск,Морозовск,48.3511807,41.8309225
Зерноград,Зерноград,46.8495958,40.312837
Семикаракорск,Семикаракорск,47.5177337,40.8114167
Зверево,Зверево,48.0435487,40.1265822
Пролетарск,Пролетарск,46.7038963,41.727594
Константиновск,Константиновск,47.5773717,41.0967445
Кинель,Кинель,53.2210298,50.6343776
Похвистнево,Похвистнево,53.6498299,52.1235156
Октябрьск,Октябрьск,53.1640488,48.670762
Нефтегорск,Нефтегорск,52.7972914,51.1637392
Саратов,Саратов,51.533557,46.034257
Энгельс,Энгельс,51.4854003,46.126722
Балаково,Балаково,52.0224231,47.7827765
Балашов,Балашов,51.5388697,43.1839757
Вольск,Вольск,52.0459865,47.3873595
Пугачёв,Пугачев,52.0159921,48.7972223
Ртищево,Ртищево,52.2616271,43.7842248
Маркс,Маркс,51.7133337,46.7400339
Петровск,Петровск,52.3094237,45.3851877
Аткарск,Аткарск,51.8736062,45.0003247
Ершов,Ершов,51.3508505,48.2762226
Новоузенск,Новоузенск,50.455199,48.1413153
Калининск,Калининск,51.4993591,44.4710435
Красный Кут,Красный Кут,50.9598317,46.9712016
Хвалынск,Хвалынск,52.4951572,48.1045771
Аркадак,Аркадак,51.938831,43.4999221
Шиханы,Шиханы,52.1147391,47.2023118
Александровск-Сахалинский,Александровск-Сахалинский,50.8974378,142.1578559
Анива,Анива,46.713152,142.5265804
Долинск,Долинск,47.3255783,142.7945071
Корсаков,Корсаков,46.6324545,142.799445
Курильск,Курильск,45.2270954,147.8796323
Макаров,Макаров,48.6236334,142.7803205
Невельск,Невельск,46.6526899,141.8630725
Оха,Оха,53.5867839,142.9412411
Поронайск,Поронайск,49.238866,143.1008333
Северо-Курильск,Северо-Курильск,50.6730577,156.1282211
Томари,Томари,47.7620108,142.0615837
Углегорск,Углегорск,49.0815774,142.0692639
Холмск,Холмск,47.0408423,142.041688
Южно-Сахалинск,Южно-Сахалинск,46.9591631,142.737976
Екатеринбург,Екатеринбург,56.8385216,60.6054911
Алапаевск,Алапаевск,57.8475571,61.6693817
Арамиль,Арамиль,56.694632,60.8343125
Артёмовский,Артемовский,57.3384177,61.8947443
Асбест,Асбест,57.0052277,61.4581156
Богданович,Богданович,56.7764795,62.0463679
Верхний Тагил,Верхний Тагил,57.3763758,59.9517653
Верхняя Пышма,Верхняя Пышма,56.9758903,60.5650383
Верхняя Салда,Верхняя Салда,58.0465803,60.5560164
Верхняя Тура,Верхняя Тура,58.3643685,59.8265235
Верхотурье,Верхотурье,58.8622073,60.8103945
Волчанск,Волчанск,59.9351707,60.0798618
Дегтярск,Дегтярск,56.7048206,60.079138
Ивдель,Ивдель,60.6944496,60.4245069
Ирбит,Ирбит,57.6838362,63.057675
Каменск-Уральский,Каменск-Уральский,56.414962,61.9188674
Камышлов,Камышлов,56.8465034,62.7119766
Карпинск,Карпинск,59.7665925,60.0011703
Качканар,Качканар,58.7051762,59.4839155
Кировград,Кировград,57.4299433,60.0624051
Краснотурьинск,Краснотурьинск,59.7636635,60.1934525
Красноуральск,Красноуральск,58.348651,60.0408764
Красноуфимск,Красноуфимск,56.612387,57.7636637
Кушва,Кушва,58.2826013,59.7645766
Лесной,Лесной,58.6348516,59.7981565
Невьянск,Невьянск,57.49131,60.2183429
Нижние Серги,Нижние Серги,56.6544959,59.2953035
Нижний Тагил,Нижний Тагил,57.910126,59.9812853
Нижняя Салда,Нижняя Салда,58.0748272,60.7025418
Нижняя Тура,Нижняя Тура,58.6309267,59.8520344
Новая Ляля,Новая Ляля,59.0538977,60.5944825
Новоуральск,Новоуральск,57.2472567,60.0956714
Первоуральск,Первоуральск,56.9080085,59.942926
Полевской,Полевской,56.4956952,60.2365298
Ревда,Ревда,56.7986319,59.9071591
Реж,Реж,57.3717477,61.3833842
Североуральск,Североуральск,60.1533109,59.9525245
Серов,Серов,59.6047724,60.5753882
Среднеуральск,Среднеуральск,56.9918901,60.4771018
Сухой Лог,Сухой Лог,56.9076193,62.0358093
Сысерть,Сысерть,56.5005715,60.8190003
Тавда,Тавда,58.0434672,65.274217
Талица,Талица,57.0122687,63.7320757
Туринск,Туринск,58.0393524,63.6981973
Смоленск,Смоленск,54.782635,32.045251
Вязьма,Вязьма,55.2116983,34.2951663
Рославль,Рославль,53.9449558,32.8480258
Ярцево,Ярцево,55.0564732,32.6902302
Сафоново,Сафоново,55.1199661,33.2336988
Гагарин,Гагарин,55.5525228,34.9950502
Десногорск,Десногорск,54.146457,33.2833222
Дорогобуж,Дорогобуж,54.9136959,33.3023162
Ельня,Ельня,54.5837795,33.1749867
Рудня,Рудня,54.9441093,31.0794806
Починок,Починок,54.406244,32.4398039
Сычёвка,Сычевка,55.8308821,34.2778793
Велиж,Велиж,55.6057916,31.1856206
Демидов,Демидов,55.2682105,31.5062809
Духовщина,Духовщина,55.1950257,32.401252
Тамбов,Тамбов,52.7213154,41.452264
Мичуринск,Мичуринск,52.8912389,40.5104443
Рассказово,Рассказово,52.6538833,41.874285
Моршанск,Моршанск,53.4436216,41.8115478
Котовск,Котовск,52.5924489,41.5101237
Уварово,Уварово,51.9767841,42.2529799
Кирсанов,Кирсанов,52.6506335,42.7286445
Жердевка,Жердевка,51.8422192,41.4617687
Тверь,Тверь,56.8586059,35.9116761
Ржев,Ржев,56.262881,34.3291002
Вышний Волочёк,Вышний Волочек,57.568302,34.5404016
Кимры,Кимры,56.8733213,37.3556605
Торжок,Торжок,57.04133,34.9602344
Конаково,Конаково,56.7275204,36.8012716
Удомля,Удомля,57.8787314,35.0167348
Бежецк,Бежецк,57.7860089,36.6904983
Бологое,Бологое,57.8855767,34.0537771
Нелидово,Нелидово,56.2232566,32.7767459
Осташков,Осташков,57.1456744,33.1115372
Кашин,Кашин,57.360194,37.6119436
Калязин,Калязин,57.2579478,37.7819693
Торопец,Торопец,56.5012188,31.6355466
Лихославль,Лихославль,57.1221304,35.4667605
Кувшиново,Кувшиново,57.0265168,34.1676009
Западная Двина,Западная Двина,56.2566492,32.0805315
Старица,Старица,56.514876,34.9336396
Андреаполь,Андреаполь,56.6506724,32.2620163
Весьегонск,Весьегонск,58.6582598,37.2567558
Зубцов,Зубцов,56.1760868,34.5825515
Красный Холм,Красный Холм,58.0571446,37.1126156
Белый,Белый,55.8339056,32.9389741
Томск,Томск,56.4845804,84.9481582
Асино,Асино,56.9907085,86.1765257
Кедровый,Кедровый,57.561869,79.5677821
Колпашево,Колпашево,58.3114253,82.9025829
Северск,Северск,56.6031285,84.8809926
Стрежевой,Стрежевой,60.732895,77.604122
Тула,Тула,54.1920559,37.6153842
Новомосковск,Новомосковск,54.0109075,38.2914024
Донской,Донской,53.9678944,38.3371824
Алексин,Алексин,54.5083349,37.0478067
Щёкино,Щекино,54.0020652,37.5176288
Узловая,Узловая,53.9730452,38.1763201
Ефремов,Ефремов,53.1464766,38.0921657
Богородицк,Богородицк,53.7701014,38.1225152
Кимовск,Кимовск,53.9698378,38.5380808
Киреевск,Киреевск,53.9319555,37.9220351
Суворов,Суворов,54.1343585,36.4807419
Ясногорск,Ясногорск,54.4795484,37.6896048
Плавск,Плавск,53.7096415,37.2862352
Венёв,Венев,54.3542315,38.2642236
Белёв,Белев,53.8114179,36.1382247
Болохово,Болохово,54.0820349,37.826724
Липки,Липки,53.9417551,37.7020148
Чекалин,Чекалин,54.0984438,36.2474142
Заводоуковск,Заводоуковск,56.5027463,66.5513613
Ишим,Ишим,56.1104858,69.4795776
Тобольск,Тобольск,58.2017299,68.2538558
Тюмень,Тюмень,57.1529744,65.5344099
Ялуторовск,Ялуторовск,56.6547289,66.3122992
Ульяновск,Ульяновск,54.3079415,48.3748487
Димитровград,Димитровград,54.2167926,49.6262585
Инза,Инза,53.8549647,46.3533459
Барыш,Барыш,53.6533992,47.1181134
Новоульяновск,Новоульяновск,54.1447956,48.3910789
Сенгилей,Сенгилей,53.958964,48.7768269
Аша,Аша,54.9906527,57.2783953
Бакал,Бакал,54.9406399,58.8051698
Верхнеуральск,Верхнеуральск,53.8760961,59.2169852
Верхний Уфалей,Верхний Уфалей,56.0487158,60.2318886
Еманжелинск,Еманжелинск,54.7554548,61.3243477
Златоуст,Златоуст,55.1714905,59.6725549
Карабаш,Карабаш,55.4852323,60.2358881
Карталы,Карталы,53.0536197,60.6478408
Касли,Касли,55.8868784,60.7421663
Катав-Ивановск,Катав-Ивановск,54.7521438,58.1983648
Копейск,Копейск,55.116665,61.6179185
Коркино,Коркино,54.8903147,61.4034576
Куса,Куса,55.3386053,59.4385778
Кыштым,Кыштым,55.7061276,60.5563781
Магнитогорск,Магнитогорск,53.4072153,58.9791437
Миасс,Миасс,55.0456457,60.1077572
Миньяр,Миньяр,55.0709557,57.548478
Нязепетровск,Нязепетровск,56.0536895,59.6097202
Пласт,Пласт,54.3692764,60.8151894
Сатка,Сатка,55.0405288,59.0288975
Сим,Сим,54.9907827,57.6900155
Снежинск,Снежинск,56.0851495,60.7324914
Троицк,Троицк,54.0843745,61.5586831
Трёхгорный,Трехгорный,54.8178249,58.4464194
Усть-Катав,Усть-Катав,54.9260812,58.152805
Чебаркуль,Чебаркуль,54.9818567,60.3773121
Челябинск,Челябинск,55.1602624,61.4008078
Южноуральск,Южноуральск,54.448927,61.2581158
Юрюзань,Юрюзань,54.854662,58.4226698
Балей,Балей,51.5823759,116.6379549
Борзя,Борзя,50.3876058,116.5234779
Краснокаменск,Краснокаменск,50.0929703,118.0323936
Могоча,Могоча,53.7361398,119.7660867
Нерчинск,Нерчинск,51.9594977,116.5852383
Петровск-Забайкальский,Петровск-Забайкальский,51.2748592,108.846681
Сретенск,Сретенск,52.2461454,117.7117842
Хилок,Хилок,51.3634856,110.4590898
Чита,Чита,52.0340142,113.4994
Шилка,Шилка,51.8497035,116.0334461
Ярославль,Ярославль,57.6215477,39.8977411
Рыбинск,Рыбинск,58.0485495,38.8584119
Переславль-Залесский,Переславль-Залесский,56.7360544,38.8543617
Тутаев,Тутаев,57.8674993,39.5369627
Углич,Углич,57.5224249,38.3020044
Ростов,Ростов,57.2051315,39.4378622
Гаврилов-Ям,Гаврилов-Ям,57.3091058,39.8546444
Данилов,Данилов,58.1860098,40.1795067
Пошехонье,Пошехонье,58.5062879,39.1208434
Мышкин,Мышкин,57.7881684,38.4544224
Любим,Любим,58.3620228,40.686841
Биробиджан,Биробиджан,48.7946446,132.9217207
Облучье,Облучье,49.0189345,131.0540102
Нарьян-Мар,Нарьян-Мар,67.6569479,52.9762152
Белоярский,Белоярский,63.7121099,66.6772226
Когалым,Когалым,62.2639527,74.4829794
Лангепас,Лангепас,61.2536939,75.1807763
Лянтор,Лянтор,61.6392863,72.179409
Мегион,Мегион,61.0318712,76.1025878
Нефтеюганск,Нефтеюганск,61.0882676,72.6164079
Нижневартовск,Нижневартовск,60.9396698,76.5696184
Нягань,Нягань,62.1454701,65.3946047
Покачи,Покачи,61.7422169,75.5941517
Пыть-Ях,Пыть-Ях,60.7585833,72.8365617
Советский,Советский,61.3706913,63.5667222
Сургут,Сургут,61.2541083,73.3961587
Урай,Урай,60.1296954,64.8038508
Ханты-Мансийск,Ханты-Мансийск,61.0023984,69.0184798
Югорск,Югорск,61.3123568,63.3365484
Анадырь,Анадырь,64.7313924,177.5015421
Билибино,Билибино,68.0584191,166.4388172
Певек,Певек,69.7016661,170.2999022
Губкинский,Губкинский,64.4457594,76.4713274
Лабытнанги,Лабытнанги,66.6592841,66.3883009
Муравленко,Муравленко,63.7940552,74.4948635
Надым,Надым,65.5377966,72.5182736
Новый Уренгой,Новый Уренгой,66.0839433,76.6809681
Ноябрьск,Ноябрьск,63.2018039,75.4510581
Салехард,Салехард,66.5492077,66.6085318
Тарко-Сале,Тарко-Сале,64.9118803,77.7610236
Аргун,Аргун,43.2916774,45.8723105
Грозный,Грозный,43.3180145,45.698291
Гудермес,Гудермес,43.3519142,46.1035645
Курчалой,Курчалой,43.2046547,46.0889364
Ачхой-Мартан,Ачхой-Мартан,43.1920655,45.2602509
Урус-Мартан,Урус-Мартан,43.120175,45.539276
Шали,Шали,43.1488691,45.9009629
